ROW_ID,ORDER_ID,ORDER_DATE,SHIP_DATE,SHIP_MODE,CUSTOMER_ID,CUSTOMER_NAME,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,SALES,QUANTITY,DISCOUNT,PROFIT,YEAR
,CA-2017-167199,2017-01-06,2017-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,West,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,5,2,0,1,2017
,CA-2017-167199,2017-01-06,2017-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,391,2,0,113,2017
,CA-2017-167199,2017-01-06,2017-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,West,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,755,4,0,204,2017
,CA-2017-167199,2017-01-06,2017-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",31,4,0,0,2017
,CA-2017-167199,2017-01-06,2017-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,West,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,6,1,0,3,2017
,CA-2017-105417,2017-01-06,2017-01-12,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340,West,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10,7,0,-18,2017
,CA-2017-141817,2017-01-07,2017-01-12,Standard Class,MB-18085,Mick Brown,Consumer,United States,Philadelphia,Pennsylvania,19143,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19,3,0,4,2017
,CA-2017-105417,2017-01-07,2017-01-12,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76,3,0,-53,2017
,CA-2017-112326,2017-01-09,2017-01-11,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,287,3,0,-64,2017
,CA-2017-135405,2017-01-09,2017-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9,2,0,1,2017
,CA-2017-135405,2017-01-09,2017-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31,3,0,9,2017
,CA-2017-130092,2017-01-10,2017-01-14,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9,2,0,3,2017
,CA-2017-149524,2017-01-10,2017-01-15,First Class,BS-11590,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61,4,0,-53,2017
,CA-2017-149020,2017-01-11,2017-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,Central,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51,1,0,21,2017
,CA-2017-112326,2017-01-11,2017-01-22,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,18,2,0,-5,2017
,CA-2017-162775,2017-01-13,2017-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11,2,0,5,2017
,CA-2017-162775,2017-01-13,2017-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50,3,0,25,2017
,CA-2017-162775,2017-01-13,2017-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646,6,0,258,2017
,CA-2017-162775,2017-01-13,2017-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,Central,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5,3,0,2,2017
,CA-2017-162775,2017-01-13,2017-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572,6,0,34,2017
,CA-2017-149020,2017-01-13,2017-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,Central,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2,1,0,1,2017
,CA-2017-109232,2017-01-13,2017-01-16,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,East,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545,6,0,87,2017
,CA-2017-103366,2017-01-13,2017-01-17,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149,5,0,65,2017
,CA-2017-157147,2017-01-13,2017-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,East,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19,5,0,6,2017
,CA-2017-118192,2017-01-13,2017-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,37,7,0,13,2017
,CA-2017-118192,2017-01-13,2017-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,West,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,3,2,0,-2,2017
,CA-2017-157147,2017-01-14,2017-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,East,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333,3,0,3,2017
,CA-2017-157147,2017-01-15,2017-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325,5,0,238,2017
,CA-2017-115791,2017-01-16,2017-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,Central,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127,6,0,28,2017
,CA-2017-115791,2017-01-16,2017-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,Central,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124,3,0,-31,2017
,CA-2017-115791,2017-01-16,2017-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,Central,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18,2,0,-13,2017
,CA-2017-115791,2017-01-16,2017-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30,3,0,10,2017
,CA-2017-146591,2017-01-18,2017-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,South,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181,5,0,-320,2017
,CA-2017-146591,2017-01-19,2017-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,South,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32,10,0,-23,2017
,CA-2017-146591,2017-01-19,2017-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,South,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56,4,0,19,2017
,CA-2017-146591,2017-01-19,2017-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108,5,0,36,2017
,CA-2017-123477,2017-01-19,2017-01-21,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64,4,0,6,2017
,CA-2017-110422,2017-01-20,2017-01-23,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25,3,0,4,2017
,CA-2017-148614,2017-01-20,2017-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19,2,0,9,2017
,CA-2017-148614,2017-01-20,2017-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19,2,0,5,2017
,US-2017-147627,2017-01-20,2017-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,Central,OFF-AR-10002375,Office Supplies,Art,Newell 351,22,7,0,6,2017
,US-2017-147627,2017-01-20,2017-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38,4,0,11,2017
,US-2017-147627,2017-01-20,2017-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,Central,OFF-AR-10003811,Office Supplies,Art,Newell 327,6,3,0,1,2017
,US-2017-147627,2017-01-20,2017-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,Central,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23,3,0,10,2017
,US-2017-147627,2017-01-20,2017-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067,3,0,224,2017
,CA-2017-167927,2017-01-20,2017-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,South,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13,1,0,4,2017
,CA-2017-167927,2017-01-20,2017-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,South,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272,3,0,30,2017
,CA-2017-167927,2017-01-20,2017-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,South,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19,5,0,8,2017
,CA-2017-167927,2017-01-20,2017-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,South,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247,4,0,93,2017
,CA-2017-167927,2017-01-20,2017-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,South,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66,2,0,15,2017
,CA-2017-167927,2017-01-20,2017-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,South,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43,3,0,12,2017
,CA-2017-167927,2017-01-20,2017-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,South,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14,3,0,4,2017
,CA-2017-167927,2017-01-20,2017-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,South,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29,5,0,13,2017
,US-2017-147774,2017-01-20,2017-01-26,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67,1,0,-51,2017
,US-2017-147627,2017-01-21,2017-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699,7,0,181,2017
,CA-2017-130813,2017-01-22,2017-01-24,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049,South,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,34,3,0,9,2017
,CA-2017-146997,2017-01-23,2017-01-27,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Lafayette,Indiana,47905,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5,3,0,0,2017
,CA-2017-102645,2017-01-23,2017-01-28,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40,6,0,19,2017
,CA-2017-106054,2017-01-24,2017-01-30,First Class,JO-15145,Jack O'Briant,Corporate,United States,Athens,Georgia,30605,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",27,3,0,5,2017
,CA-2017-167997,2017-01-26,2017-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,West,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10,2,0,5,2017
,CA-2017-167997,2017-01-26,2017-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141,2,0,39,2017
,US-2017-155502,2017-01-26,2017-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,East,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62,3,0,30,2017
,US-2017-155502,2017-01-26,2017-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,East,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489,8,0,0,2017
,US-2017-155502,2017-01-26,2017-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,East,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19,3,0,9,2017
,US-2017-155502,2017-01-26,2017-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,East,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16,2,0,8,2017
,US-2017-155502,2017-01-26,2017-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,East,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155,13,0,0,2017
,US-2017-155502,2017-01-26,2017-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12,3,0,4,2017
,US-2017-155502,2017-01-26,2017-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,East,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,187,2,0,52,2017
,US-2017-117163,2017-01-27,2017-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,East,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57,1,0,14,2017
,US-2017-117163,2017-01-27,2017-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,East,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333,3,0,-16,2017
,US-2017-117163,2017-01-27,2017-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,East,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36,4,0,12,2017
,CA-2017-115161,2017-01-28,2017-02-02,First Class,LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691,East,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290,2,0,3,2017
,CA-2017-103800,2017-01-30,2017-02-01,Standard Class,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77095,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",31,2,0,5,2017
,CA-2017-140795,2017-01-30,2017-02-03,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468,6,0,206,2017
,CA-2017-100328,2017-01-30,2017-02-03,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3,1,0,1,2017
,CA-2017-134103,2017-01-31,2017-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,South,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229,2,0,6,2017
,CA-2017-134103,2017-02-01,2017-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,South,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10,2,0,4,2017
,CA-2017-167199,2017-02-01,2017-02-05,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,624,2,0,274,2017
,CA-2017-111059,2017-02-02,2017-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,Central,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83,2,0,27,2017
,CA-2017-111059,2017-02-02,2017-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13,3,0,4,2017
,CA-2017-139857,2017-02-02,2017-02-06,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12,5,0,5,2017
,CA-2017-107181,2017-02-03,2017-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,Central,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34,4,0,16,2017
,CA-2017-104808,2017-02-03,2017-02-08,Second Class,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17,2,0,6,2017
,CA-2017-107181,2017-02-04,2017-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,Central,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82,3,0,29,2017
,CA-2017-123400,2017-02-04,2017-02-09,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,West,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180,5,0,13,2017
,CA-2017-125759,2017-02-04,2017-02-09,First Class,NM-18445,Nathan Mautz,Home Office,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14,2,0,5,2017
,CA-2017-167199,2017-02-05,2017-02-07,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,West,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,20,2,0,1,2017
,CA-2017-131905,2017-02-06,2017-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,Central,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15,4,0,7,2017
,CA-2017-131905,2017-02-06,2017-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,Central,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161,1,0,42,2017
,CA-2017-131905,2017-02-06,2017-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,Central,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144,5,0,42,2017
,CA-2017-123400,2017-02-06,2017-02-09,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,West,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,18,2,0,-12,2017
,CA-2017-167199,2017-02-07,2017-02-07,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,406,2,0,113,2017
,US-2017-169390,2017-02-07,2017-02-10,Second Class,CS-12250,Chris Selesnick,Corporate,United States,New York City,New York,10024,West,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64,4,0,9,2017
,CA-2017-108182,2017-02-07,2017-02-10,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Romeoville,Illinois,60441,West,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",8,2,0,-14,2017
,CA-2017-167199,2017-02-07,2017-02-13,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,West,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,770,4,0,204,2017
